0,37,,,,,,,,,,,,
1,37,76,,,,,,,,,,,
2,37,76,76,,,,,,,,,,
0,37,76,,,,,,,,,,,
1,37,76,,,,,,,,,,,
2,37,76,,,,,,,,,,,
3,37,76,,,,,,,,,,,
4,37,76,,,,,,,,,,,
5,37,76,76,,,,,,,,,,
0,76,,,,,,,,,,,,
0,76,,,,,,,,,,,,
1,76,76,,,,,,,,,,,
2,76,76,76,,,,,,,,,,
3,76,76,76,76,,,,,,,,,
0,76,76,76,76,76,,,,,,,,
1,76,76,76,76,76,76,76,76,37,,,,
2,76,76,76,76,76,76,76,76,37,,,,
3,76,76,76,76,76,76,76,76,37,,,,
4,76,76,76,76,76,76,76,76,37,,,,
5,76,76,76,76,76,76,76,76,37,,,,
6,76,76,76,76,76,76,76,76,37,,,,
7,76,76,76,76,76,76,76,76,37,,,,
8,76,76,76,76,76,76,76,76,37,,,,
9,76,76,76,76,76,76,76,76,37,,,,
10,76,76,76,76,76,76,76,76,37,,,,
11,76,76,76,76,76,76,76,76,37,,,,
12,76,76,76,76,76,76,76,76,37,,,,
13,76,76,76,76,76,76,76,76,37,,,,
14,76,76,76,76,76,76,76,76,37,,,,
15,76,76,76,76,76,76,76,76,37,,,,
16,76,76,76,76,76,76,76,76,37,,,,
17,76,76,76,76,76,76,76,76,37,,,,
18,76,76,76,76,76,76,76,76,37,,,,
19,76,76,76,76,76,76,76,76,37,,,,
20,76,76,76,76,76,76,76,76,37,,,,
21,76,76,76,76,76,76,76,76,37,,,,
22,76,76,76,76,76,76,76,76,37,,,,
23,76,76,76,76,76,76,76,76,37,,,,
24,76,76,76,76,76,76,76,76,37,,,,
25,76,76,76,76,76,76,76,76,37,,,,
26,76,76,76,76,76,76,76,76,37,,,,
27,76,76,76,76,76,76,76,76,37,,,,
28,76,76,76,76,76,76,76,76,37,,,,
29,76,76,76,76,76,76,76,76,37,,,,
30,76,76,76,76,76,76,76,76,37,,,,
31,76,76,76,76,76,76,76,76,37,,,,
32,76,76,76,76,76,76,76,76,37,,,,
33,76,76,76,76,76,76,76,76,37,,,,
34,76,76,76,76,76,76,76,76,37,,,,
35,76,76,76,76,76,76,76,76,37,,,,
36,76,76,76,76,76,76,76,76,37,,,,
37,76,76,76,76,76,76,76,76,37,,,,
38,76,76,76,76,76,76,76,76,37,,,,
39,76,76,76,76,76,76,76,76,37,,,,
40,76,76,76,76,76,76,76,76,37,,,,
41,76,76,76,76,76,76,76,76,37,,,,
42,76,76,76,76,76,76,76,76,37,,,,
43,76,76,76,76,76,76,76,76,37,,,,
0,76,76,76,76,76,76,76,76,76,76,76,,
1,76,76,76,76,76,76,76,76,76,76,76,,
2,76,76,76,76,76,76,76,76,76,76,76,,
3,76,76,76,76,76,76,76,76,76,76,76,,
4,76,76,76,76,76,76,76,76,76,76,76,,
5,76,76,76,76,76,76,76,76,76,76,76,,
6,76,76,76,76,76,76,76,76,76,76,76,,
7,76,76,76,76,76,76,76,76,76,76,76,,
8,76,76,76,76,76,76,76,76,76,76,76,,
9,76,76,76,76,76,76,76,76,76,76,76,,
10,76,76,76,76,76,76,76,76,76,76,76,,
11,76,76,76,76,76,76,76,76,76,76,76,,
12,76,76,76,76,76,76,76,76,76,76,76,,
13,76,76,76,76,76,76,76,76,76,76,76,,
14,76,76,76,76,76,76,76,76,76,76,76,76,
15,76,76,76,76,76,76,76,76,76,76,76,,
16,76,76,76,76,76,76,76,76,76,76,,,
17,76,76,76,76,76,76,76,76,76,,,,
18,76,76,76,76,76,76,76,76,,,,,
19,76,76,76,76,76,76,76,,,,,,
20,76,76,76,76,76,76,,,,,,,
21,76,76,76,76,76,,,,,,,,
22,76,76,76,76,,,,,,,,,
23,76,76,76,,,,,,,,,,
24,76,76,,,,,,,,,,,
25,76,,,,,,,,,,,,
0,76,76,76,76,76,76,76,76,,,,,
1,76,76,76,76,76,76,76,,,,,,
2,76,76,76,76,76,76,,,,,,,
3,76,76,76,76,76,37,,,,,,,
4,76,76,76,76,76,37,,,,,,,
5,76,76,76,76,76,37,,,,,,,
6,76,76,76,76,76,37,,,,,,,
7,76,76,76,76,76,37,,,,,,,
8,76,76,76,76,76,37,,,,,,,
9,76,76,76,76,76,37,,,,,,,
10,76,76,76,76,76,,,,,,,,
11,76,76,76,76,,,,,,,,,
12,76,76,76,,,,,,,,,,
13,76,76,,,,,,,,,,,
0,41,,,,,,,,,,,,
1,76,41,,,,,,,,,,,
2,76,76,41,,,,,,,,,,
3,76,76,76,41,,,,,,,,,
4,76,76,76,76,41,,,,,,,,
5,76,76,76,76,76,41,,,,,,,
6,76,76,76,76,76,76,41,,,,,,
0,41,76,76,76,76,76,76,76,,,,,
1,76,76,76,76,76,76,76,76,,,,,
2,76,76,76,76,76,76,76,76,,,,,
3,76,76,76,76,76,76,76,76,,,,,
4,76,76,76,76,76,76,76,76,,,,,
5,76,76,76,76,76,76,76,76,,,,,
6,76,76,76,76,76,76,76,76,,,,,
7,76,76,76,76,76,76,76,76,,,,,
8,76,76,76,76,76,76,76,76,,,,,
9,76,76,76,76,76,76,76,76,,,,,
10,76,76,76,76,76,76,76,76,,,,,
11,76,76,76,76,76,76,76,76,,,,,
12,76,76,76,76,76,76,76,76,,,,,
13,76,76,76,76,76,76,76,76,,,,,
14,76,76,76,76,76,76,76,76,,,,,
15,76,76,76,76,76,76,76,76,,,,,
16,76,76,76,76,76,76,76,76,,,,,
17,76,76,76,76,76,76,76,76,,,,,
18,76,76,76,76,76,76,76,76,,,,,
19,76,76,76,76,76,76,76,70,,,,,
20,76,76,76,76,76,76,76,70,,,,,
21,76,76,76,76,76,76,76,71,,,,,
0,70,76,76,76,76,76,76,72,76,,,,
1,70,76,76,76,76,76,76,73,76,76,,,
0,76,,,,,,,,,,,,
1,76,76,,,,,,,,,,,
2,76,76,76,,,,,,,,,,
3,76,76,76,76,,,,,,,,,
4,76,76,76,76,76,,,,,,,,
5,76,76,76,76,76,76,,,,,,,
6,76,76,76,76,76,76,76,,,,,,
7,76,76,76,76,76,76,76,76,,,,,
8,76,76,76,76,76,76,76,76,76,,,,
9,76,76,76,76,76,76,76,76,76,76,,,
10,76,76,76,76,76,76,76,76,76,76,76,,
11,76,76,76,76,76,76,76,76,76,76,76,,
12,76,76,76,76,76,76,76,76,76,76,76,76,
13,76,76,76,76,76,,,,,,,,
14,76,76,76,76,76,,,,,,,,
15,76,76,76,76,76,,,,,,,,
16,76,76,76,76,76,,,,,,,,
17,76,76,76,76,76,,,,,,,,
18,76,76,76,76,76,,,,,,,,
19,76,76,76,76,76,,,,,,,,
20,76,76,76,76,76,,,,,,,,
0,76,76,76,76,76,76,76,76,76,76,76,,
1,76,76,76,76,76,76,76,76,76,76,76,,
0,76,76,76,76,76,76,76,76,76,76,76,76,
0,76,76,76,76,76,76,76,76,76,76,76,76,
0,70,76,76,76,76,76,76,76,76,,,,
1,76,76,76,76,76,76,76,76,76,,,,
2,76,76,76,76,76,76,76,76,76,,,,
3,76,76,76,76,76,76,76,76,76,,,,
4,76,76,76,76,76,76,76,76,76,,,,
5,76,76,76,76,76,76,76,76,76,,,,
6,76,76,76,76,76,76,76,76,76,,,,
7,76,76,76,76,76,76,76,76,76,,,,
8,76,76,76,76,76,76,76,76,76,76,76,76,76
9,76,76,76,76,76,76,76,76,76,76,76,76,
10,76,76,76,76,76,76,76,76,76,76,76,,
11,76,76,76,76,76,76,76,76,76,76,,,
0,76,76,76,,,,,,,,,,
1,76,76,,,,,,,,,,,
2,76,37,,,,,,,,,,,
3,76,37,,,,,,,,,,,
4,76,37,,,,,,,,,,,
5,76,76,76,76,,,,,,,,,
6,76,76,76,,,,,,,,,,
7,76,76,,,,,,,,,,,
8,76,,,,,,,,,,,,
0,76,76,76,76,76,,,,,,,,
1,76,76,76,76,,,,,,,,,
2,76,76,76,,,,,,,,,,
0,76,76,76,,,,,,,,,,
0,76,76,76,,,,,,,,,,
0,37,,,,,,,,,,,,
1,37,76,,,,,,,,,,,
2,37,76,76,,,,,,,,,,
3,37,76,76,76,,,,,,,,,
4,37,76,76,76,76,,,,,,,,
5,37,76,76,76,76,76,,,,,,,
6,37,76,76,76,76,76,76,,,,,,
7,37,76,76,76,76,76,76,76,,,,,
8,37,76,76,76,76,76,76,76,76,,,,
9,37,76,76,76,76,76,76,76,76,76,,,
10,37,76,76,76,76,76,76,76,76,76,76,,
11,37,76,76,76,76,76,76,76,76,76,76,76,
